later_cve,prior_cve,confirmed_by,relationship_kind,same_codebase,is_incomplete_fix_cause,llm_confidence,overlap_status,overlap_file_count,overlap_files,later_patch_url,prior_patch_url,cited_sentence,best_evidence_url,sheet_year,vendor,product,num_evidence,num_upstream_commits
CVE-2021-30551,chromium:1216437,overlap,see_also,True,False,0.90,overlap,2,src/objects/objects.cc|test/cctest/test-api-interceptors.cc,https://chromium.googlesource.com/v8/v8/+/f9857fdf743eeb263aec3944259ad811f564291b,https://chromium-review.googlesource.com/c/v8/v8/+/3794525,Issue/Bug Report: https://bugs.chromium.org/p/chromium/issues/detail?id=1216437,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30551.md,,,,1,1
CVE-2021-30551,chromium:619166,llm,same_root_cause,True,False,0.75,partial,0,,https://chromium.googlesource.com/v8/v8/+/f9857fdf743eeb263aec3944259ad811f564291b,,"It's possible, however, that the researcher used https://crbug.com/619166, a bug where unexpected JS execution inside interceptors during a JS property assignment has led to a bypass of the same-origin policy, as the starting point for their audit.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30551.md,,,,1,1
CVE-2021-30632,CVE-2020-16009,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://github.com/anvbis/chrome_v8_ndays/commit/dc63d77e2d0e301e21f2f5ec4c415faacd59244a,https://chromium.googlesource.com/v8/v8.git/+/3ba21a17ce2f26b015cc29adc473812247472776,"The ingredients required (optimization of multiple functions and having multiple objects in different stages of the transition tree) for generating this type of test cases is somewhat similar to that of [CVE-2020-16009](https://bugs.chromium.org/p/project-zero/issues/detail?id=2106), so perhaps similar fuzzing techniques can be applied to both cases.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30632.md,,,,1,8
CVE-2021-30632,chromium-p0:2106,llm,same_root_cause,True,False,0.82,partial,0,,https://github.com/anvbis/chrome_v8_ndays/commit/dc63d77e2d0e301e21f2f5ec4c415faacd59244a,,"The ingredients required (optimization of multiple functions and having multiple objects in different stages of the transition tree) for generating this type of test cases is somewhat similar to that of [CVE-2020-16009](https://bugs.chromium.org/p/project-zero/issues/detail?id=2106), so perhaps similar fuzzing techniques can be applied to both cases.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30632.md,,,,2,8
CVE-2021-30632,chromium:1209558,llm,same_root_cause,True,False,0.75,no_overlap,0,,https://github.com/anvbis/chrome_v8_ndays/commit/dc63d77e2d0e301e21f2f5ec4c415faacd59244a,https://chromium-review.googlesource.com/c/v8/v8/+/2992723,Some vulnerabilities in property access: * https://bugs.chromium.org/p/chromium/issues/detail?id=1209558,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30632.md,,,,1,8
CVE-2021-30632,chromium:1216437,llm,same_root_cause,True,False,0.70,no_overlap,0,,https://github.com/anvbis/chrome_v8_ndays/commit/dc63d77e2d0e301e21f2f5ec4c415faacd59244a,https://chromium-review.googlesource.com/c/v8/v8/+/3794525,Some vulnerabilities in property access: * https://bugs.chromium.org/p/chromium/issues/detail?id=1209558 * https://bugs.chromium.org/p/chromium/issues/detail?id=1216437 * https://bugs.chromium.org/p/chromium/issues/detail?id=1203122,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30632.md,,,,1,8
CVE-2021-30632,chromium:1203122,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://github.com/anvbis/chrome_v8_ndays/commit/dc63d77e2d0e301e21f2f5ec4c415faacd59244a,https://chromium-review.googlesource.com/c/v8/v8/+/3138194,Some vulnerabilities in property access: * https://bugs.chromium.org/p/chromium/issues/detail?id=1209558 * https://bugs.chromium.org/p/chromium/issues/detail?id=1216437 * https://bugs.chromium.org/p/chromium/issues/detail?id=1203122,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30632.md,,,,1,8
CVE-2021-30632,chromium:746946,llm,same_root_cause,True,False,0.67,partial,0,,https://github.com/anvbis/chrome_v8_ndays/commit/dc63d77e2d0e301e21f2f5ec4c415faacd59244a,,Some vulnerabilities in map transition/deprecation: * https://bugs.chromium.org/p/chromium/issues/detail?id=746946,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30632.md,,,,1,8
CVE-2021-1905,CVE-2020-11261,llm,same_root_cause,True,False,0.80,no_patches,0,,,,"This change is believed to be related to CVE-2020-11261 (also marked as exploited in-the-wild), and is not directly useful by itself.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-1905.md,,,,1,0
CVE-2021-4102,chromium:1278387,overlap,see_also,True,False,0.90,overlap,1,src/compiler/simplified-operator-reducer.cc,https://chromium-review.googlesource.com/c/v8/v8/+/3329790,https://chromium-review.googlesource.com/c/v8/v8/+/3335759,Issue/Bug Report: [crbug.com/1278387](https://crbug.com/1278387),https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-4102.md,,,,1,4
CVE-2021-4102,chromium:791245,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://chromium-review.googlesource.com/c/v8/v8/+/3329790,https://chromium-review.googlesource.com/c/v8/v8/+/808866,There was a bug in Turbofan's handling of WriteBarriers in the past during `SimplfiedLoweringPhase` [crbug.com/791245].,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-4102.md,,,,1,4
CVE-2021-4102,chromium:1307610,llm,same_root_cause,True,False,0.85,no_overlap,0,,https://chromium-review.googlesource.com/c/v8/v8/+/3329790,https://chromium-review.googlesource.com/c/v8/v8/+/3548819,"* [crbug.com/1307610](https://crbug.com/1307610) discovered by Brendon Tiszka is not a direct variant of this vulnerability, however it is another WriteBarrier elision bug and was reported after root-causing this vulnerability.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-4102.md,,,,2,4
CVE-2021-4102,chromium:1382434,llm,same_root_cause,True,False,0.88,no_overlap,0,,https://chromium-review.googlesource.com/c/v8/v8/+/3329790,https://chromium-review.googlesource.com/c/v8/v8/+/4040931,"crbug.com/1382434 discovered by Sergei Glazunov of Google Project Zero is not a variant of this vulnerability, however it uses WriteBarrier elision to exploit a class of vulnerabilty.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-4102.md,,,,1,4
CVE-2021-4102,chromium:1423610,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://chromium-review.googlesource.com/c/v8/v8/+/3329790,https://chromium-review.googlesource.com/c/v8/v8/+/4341659,* [crbug.com/1423610](https://crbug.com/1423610) discovered by Nan Wang and Zhenghang Xiao of Qihoo360 is another WriteBarrier elision bug in V8's Maglev JIT compiler.,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-4102.md,,,,1,4
CVE-2021-4083,CVE-2021-0920,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://github.com/Badmaneers/zenium_realme_even/commit/8b2ad572a38d71c03718e5ce01f808059085a345,https://android.googlesource.com/kernel/common/+/cbcf01128d0a92e131bd09f1688fe032480b65ca,Found variants: [CVE-2021-4083 by Jann Horn],https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-0920.md,,,,1,0
CVE-2021-30858,chromium:1032890,overlap,see_also,False,False,0.75,overlap,5,third_party/blink/renderer/modules/indexeddb/idb_database.cc|third_party/blink/renderer/modules/indexeddb/idb_open_db_request.cc|third_party/blink/renderer/modules/indexeddb/idb_request.cc|third_party/blink/renderer/modules/indexeddb/idb_transaction.cc|third_party/blink/web_tests/storage/indexeddb/dispatch-events.html,https://github.com/WebKit/WebKit/commit/9dc1355f53270b710accba13b54300cca74136c6,https://chromium-review.googlesource.com/c/chromium/src/+/1983272,It is also possible though that the attackers found the vulnerability after seeing the similar Chrome & WebKit bugs.,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-30858.md,,,,2,3
CVE-2021-21166,chromium:1174582,overlap,see_also,True,False,0.85,overlap,1,third_party/blink/renderer/modules/webaudio/script_processor_node.cc,https://chromium.googlesource.com/chromium/src/+/60987aa224f369fc0ea38c56e498389440921356,https://chromium-review.googlesource.com/c/chromium/src/+/2726911,**Issue/Bug Reports:** * https://bugs.chromium.org/p/chromium/issues/detail?id=1174582 * https://bugs.chromium.org/p/chromium/issues/detail?id=1181341 * https://bugs.chromium.org/p/chromium/issues/detail?id=1177465,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-21166.md,,,,2,5
CVE-2021-21166,chromium:1177465,overlap,see_also,True,False,0.90,overlap,2,third_party/blink/renderer/modules/webaudio/script_processor_node.cc|third_party/blink/renderer/modules/webaudio/script_processor_node.h,https://chromium.googlesource.com/chromium/src/+/60987aa224f369fc0ea38c56e498389440921356,https://chromium-review.googlesource.com/c/chromium/src/+/2727696,Issue/Bug Reports: * https://bugs.chromium.org/p/chromium/issues/detail?id=1177465,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-21166.md,,,,1,5
CVE-2021-26411,CVE-2019-1208,llm,same_root_cause,True,False,0.80,no_patches,0,,,,"Getting arbitrary read-write via changing the length of an Array is very common, but [this blog post](https://www.trendmicro.com/en_us/research/19/i/from-bindiff-to-zero-day-a-proof-of-concept-exploiting-cve-2019-1208-in-internet-explorer.html) by Elliot Cao is roughly similar to this exploit.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2021/CVE-2021-26411.md,,,,1,0
CVE-2019-17026,CVE-2019-9810,llm,same_root_cause,True,False,0.80,partial,0,,,https://github.com/tarafans/collections/commit/ae0aa2d34eb52bcc881ede07b52018e094e771d4,Similar bugs in Spidermonkey: + https://doar-e.github.io/blog/2019/06/17/a-journey-into-ionmonkey-root-causing-cve-2019-9810/ + https://bugs.chromium.org/p/project-zero/issues/detail?id=1820 (also exploited in-the-wild),https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2019-17026.md,,,,1,2
CVE-2019-17026,chromium-p0:1820,llm,same_root_cause,True,False,0.80,partial,0,,,https://github.com/vinicius-ssantos/github-unified-mcp/commit/b937cf900f3a37ac0f5131c8a78662de8128caac,is a similar type of bug in Spidermonkey that was also exploited in the wild [P0 1820].,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2019-17026.md,,,,1,2
CVE-2020-6572,chromium:1066893,overlap,see_also,True,False,0.85,overlap,5,media/mojo/services/mojo_audio_decoder_service.cc|media/mojo/services/mojo_audio_decoder_service.h|media/mojo/services/mojo_renderer_service.cc|media/mojo/services/mojo_video_decoder_service.cc|media/mojo/services/mojo_video_decoder_service.h,https://chromium.googlesource.com/chromium/src.git/+/c0268599d1161f4c57a7911c7f036f70af88c8d0,https://chromium-review.googlesource.com/c/chromium/src/+/2133173,**Issue/Bug Report:** https://bugs.chromium.org/p/chromium/issues/detail?id=1066893,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6572.md,,,,1,3
CVE-2020-6572,CVE-2019-13695,llm,same_root_cause,True,False,0.85,partial,0,,https://chromium.googlesource.com/chromium/src.git/+/c0268599d1161f4c57a7911c7f036f70af88c8d0,,"This vulnerability is essentially the same bug as CVE-2020-6572, it's just triggered by an error path after initialize `MojoAudioDecoderService` twice rather than by re-initializing `MediaCodecAudioDecoder`.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6572.md,,,,1,3
CVE-2020-6572,CVE-2019-5870,llm,same_root_cause,True,False,0.86,partial,0,,https://chromium.googlesource.com/chromium/src.git/+/c0268599d1161f4c57a7911c7f036f70af88c8d0,,"This vulnerability is essentially the same bug as CVE-2020-6572, it's just triggered by an error path after initialize `MojoAudioDecoderService` twice rather than by re-initializing `MediaCodecAudioDecoder`.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6572.md,,,,2,3
CVE-2020-6572,chromium:1004730,llm|overlap,same_root_cause,True,False,0.85,overlap,3,media/mojo/services/mojo_audio_decoder_service.cc|media/mojo/services/mojo_renderer_service.cc|media/mojo/services/mojo_video_decoder_service.cc,https://chromium.googlesource.com/chromium/src.git/+/c0268599d1161f4c57a7911c7f036f70af88c8d0,https://chromium-review.googlesource.com/c/chromium/src/+/1819624,"This vulnerability is essentially the same bug as CVE-2020-6572, it's just triggered by an error path after initialize `MojoAudioDecoderService` twice rather than by re-initializing `MediaCodecAudioDecoder`.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6572.md,,,,1,3
CVE-2020-6572,chromium:999311,llm,same_root_cause,True,False,0.90,no_overlap,0,,https://chromium.googlesource.com/chromium/src.git/+/c0268599d1161f4c57a7911c7f036f70af88c8d0,https://chromium-review.googlesource.com/c/chromium/src/+/1779096,"This vulnerability is essentially the same bug as CVE-2020-6572, it's just triggered by an error path after initialize `MojoAudioDecoderService` twice rather than by re-initializing `MediaCodecAudioDecoder`.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6572.md,,,,1,3
CVE-2020-0674,CVE-2018-8653,llm,same_root_cause,True,False,0.86,no_patches,0,,,,"There are now 4 JScript vulnerabilities (CVE-2018-8653, CVE-2019-1367, CVE-2019-1429, and CVE-2020-0674) of the same bug class, using the same exploitation method, that all have been exploited in the wild.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0674.md,,,,3,0
CVE-2020-0674,CVE-2019-1429,llm,same_root_cause,True,False,0.90,no_patches,0,,,,This vulnerability is a trivial variant of [CVE-2019-1367]/CVE-2019-1429 and thus shares the long history with that bug.,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0674.md,,,,3,0
CVE-2020-1429,CVE-2020-0674,llm,same_root_cause,True,False,0.80,no_patches,0,,,,"There are now 4 JScript vulnerabilities (CVE-2018-8653, CVE-2019-1367, CVE-2019-1429, and CVE-2020-0674) of the same bug class, using the same exploitation method, that all have been exploited in the wild.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0674.md,,,,1,0
CVE-2020-0968,CVE-2020-0674,llm,same_root_cause,True,False,0.80,no_patches,0,,,,"Found variants: * [CVE-2020-0968](https://msrc.microsoft.com/update-guide/en-us/vulnerability/CVE-2020-0968): During string concatenation, one of the two strings is temporarily stored on the stack and is not correctly tracked by the garbage collector.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0674.md,,,,2,0
CVE-2020-17053,CVE-2020-1380,llm,same_root_cause,True,False,0.75,no_patches,0,,,,Found variants: * [CVE-2020-17053](https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2020-17053): Discovered by Elliot Cao (@iamelli0t).,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-1380.md,,,,1,0
CVE-2020-16009,chromium:1143772,overlap,see_also,True,False,0.90,overlap,4,src/objects/map-updater.cc|src/objects/map.cc|test/cctest/test-field-type-tracking.cc|test/mjsunit/regress/regress-1143772.js,https://chromium.googlesource.com/v8/v8.git/+/3ba21a17ce2f26b015cc29adc473812247472776,https://chromium-review.googlesource.com/c/v8/v8/+/2508225,Chromium: https://bugs.chromium.org/p/chromium/issues/detail?id=1143772,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16009.md,,,,1,6
CVE-2020-16010,CVE-2020-16009,llm,same_root_cause,True,False,0.70,no_overlap,0,,https://chromium.googlesource.com/chromium/src.git/+/e598fc599bd920392256d05c61826466c73c8e89,https://chromium.googlesource.com/v8/v8.git/+/3ba21a17ce2f26b015cc29adc473812247472776,"This vulnerability was used by the same actors during the same operation as [CVE-2020-15999](CVE-2020-15999.md), [CVE-2020-17087](CVE-2020-17087.md), [CVE-2020-16010](CVE-2020-16010.md), [CVE-2020-27930](CVE-2020-27930.md), [CVE-2020-27950](CVE-2020-27950.md), and [CVE-2020-27932](CVE-2020-27932.md).",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16009.md,,,,1,6
CVE-2020-27930,CVE-2020-16009,llm,same_root_cause,True,False,0.75,partial,0,,,https://chromium.googlesource.com/v8/v8.git/+/3ba21a17ce2f26b015cc29adc473812247472776,"This vulnerability was used by the same actors during the same operation as [CVE-2020-15999](CVE-2020-15999.md), [CVE-2020-17087](CVE-2020-17087.md), [CVE-2020-16010](CVE-2020-16010.md), [CVE-2020-27930](CVE-2020-27930.md), [CVE-2020-27950](CVE-2020-27950.md), and [CVE-2020-27932](CVE-2020-27932.md).",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16009.md,,,,1,6
CVE-2020-27932,CVE-2020-16009,llm,same_root_cause,True,False,0.80,partial,0,,,https://chromium.googlesource.com/v8/v8.git/+/3ba21a17ce2f26b015cc29adc473812247472776,Fuzzing or auditing the Map transition/deprecation logic. **Found variants:**,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16009.md,,,,1,6
CVE-2020-15999,chromium-p0:168,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://chromium.googlesource.com/chromium/src/third_party/freetype2.git/+/80389cab7f5823e7c3b3fe4190a7c337439317de,https://github.com/RobertDias95/Blueprint-Dashboard-v2/commit/b2a6e3795e245d2f9b74bd98e14e7792106d8176,It's also quite possible that it has been discovered as a result of variant analysis of https://bugs.chromium.org/p/project-zero/issues/detail?id=168.,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-15999.md,,,,1,4
CVE-2020-6418,chromium:1053604,overlap,see_also,True,False,0.90,overlap,2,src/compiler/node-properties.cc|test/mjsunit/compiler/regress-1053604.js,https://github.com/mozilla/gecko-dev/commit/4ca7a9d3ee9c7fe0d432bd3d3e251238a6f71721,https://chromium-review.googlesource.com/c/v8/v8/+/2062407,Issue/Bug Report: https://bugs.chromium.org/p/chromium/issues/detail?id=1053604,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6418.md,,,,1,2
CVE-2020-27943,CVE-2020-27930,llm,same_root_cause,True,False,0.80,no_patches,0,,,,**Found variants:** * [CVE-2020-27943](https://bugs.chromium.org/p/project-zero/issues/detail?id=2114): Apple CoreText libType1Scaler.dylib heap buffer overflow in Counter Control hints,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27946,CVE-2020-27930,llm,same_root_cause,True,False,0.87,no_patches,0,,,,* [CVE-2020-27946](https://bugs.chromium.org/p/project-zero/issues/detail?id=2113): Apple CoreText libType1Scaler.dylib memory disclosure via uninitialized array,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-29624,CVE-2020-27930,llm,same_root_cause,True,False,0.85,no_patches,0,,,,**Found variants:** * [CVE-2020-29624](https://bugs.chromium.org/p/project-zero/issues/detail?id=2115): Apple CoreText libFontParser.dylib stack corruption in the handling of /BlendDesignPositions Type 1 objects,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27944,CVE-2020-27930,llm,same_root_cause,True,False,0.85,no_patches,0,,,,Found variants: * [CVE-2020-27943] ... * [CVE-2020-27944](https://bugs.chromium.org/p/project-zero/issues/detail?id=2116): Apple CoreText libType1Scaler.dylib heap out-of-bounds write due to integer overflow in STOREWV,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27930,chromium-p0:2114,llm,same_root_cause,True,False,0.86,partial,0,,,https://github.com/Benidrissa/etutor-digital-ph/commit/e420e8b8aa6117e8ae374fe24b65181711665878,Found variants: * [CVE-2020-27943](https://bugs.chromium.org/p/project-zero/issues/detail?id=2114): Apple CoreText libType1Scaler.dylib heap buffer overflow in Counter Control hints,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27930,chromium-p0:2113,llm,same_root_cause,True,False,0.80,partial,0,,,https://github.com/Benidrissa/etutor-digital-ph/commit/e420e8b8aa6117e8ae374fe24b65181711665878,Perform a complete audit of the CharString interpreter implemented in `libType1Scaler.dylib`. **Found variants:** * [CVE-2020-27946](https://bugs.chromium.org/p/project-zero/issues/detail?id=2113): Apple CoreText libType1Scaler.dylib memory disclosure via uninitialized array,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27930,chromium-p0:2115,llm,same_root_cause,True,False,0.80,partial,0,,,https://github.com/wang2032/multic-md/commit/3447764b03a397e6e5b62810fca199c212918ef9,Perform a complete audit of the CharString interpreter implemented in `libType1Scaler.dylib`. **Found variants:** * [CVE-2020-27943] ... * [CVE-2020-29624] ... * [CVE-2020-27944],https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27930,chromium-p0:2116,llm,same_root_cause,True,False,0.80,partial,0,,,https://github.com/Benidrissa/etutor-digital-ph/commit/e420e8b8aa6117e8ae374fe24b65181711665878,Perform a complete audit of the CharString interpreter implemented in `libType1Scaler.dylib`. **Found variants:** * [CVE-2020-27944](https://bugs.chromium.org/p/project-zero/issues/detail?id=2116): Apple CoreText libType1Scaler.dylib heap out-of-bounds write due to integer overflow in STOREWV,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-27930,CVE-2015-3052,llm,same_root_cause,True,False,0.78,no_patches,0,,,,"July 2015: A [series of blog posts] about the exploitation of the BLEND Type 1 operator vulnerabilities (CVE-2015-0093, CVE-2015-3052), similar in nature to the callothersubr issue discussed here",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-27930.md,,,,1,9
CVE-2020-0986,CVE-2019-0880,llm,incomplete_fix,True,True,0.85,no_patches,0,,,,"Found variants: * [P0 2096](https://bugs.chromium.org/p/project-zero/issues/detail?id=2096): Not really a variant, but instead identifying that the original fix was bad.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0986.md,,,,6,2
CVE-2020-0986,chromium-p0:2096,llm,incomplete_fix,True,True,0.90,partial,0,,,https://github.com/protoLabsAI/protoMaker/commit/3855185c299ecb7a7bda51f31d4082da58d3d59d,"Not really a variant, but instead identifying that the original fix was bad.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0986.md,,,,2,2
CVE-2020-17008,CVE-2020-0986,llm,same_root_cause,True,False,0.80,no_patches,0,,,,This fix was assigned CVE-2020-17008/CVE-2021-1648.,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0986.md,,,,3,2
CVE-2021-1648,CVE-2020-0986,llm,same_root_cause,True,False,0.80,partial,0,,https://github.com/hatRiot/bugs/commit/8891eceedcee27046382e0f9e5c9f56f006d3eb2,,(CVE-2020-17008/CVE-2021-1648) ### Structural improvements * Verifying any pointers that are passed in a LPC message in ProcessRequest prior to passing to GdiPrinterThunk.,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-0986.md,,,,3,2
CVE-2020-6820,mozilla:1507180,llm,same_root_cause,True,False,0.78,no_patches,0,,https://bugzilla.mozilla.org/show_bug.cgi?id=1626728,https://bugzilla.mozilla.org/show_bug.cgi?id=1507180,"Manual code auditing/variant analysis after seeing the patch for [Bug 1507180](https://bugzilla.mozilla.org/show_bug.cgi?id=1507180) which is a similar UaF in the same module, or 2.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6820.md,,,,4,0
CVE-2020-6820,mozilla:1368273,llm,same_root_cause,True,False,0.80,partial,0,,https://bugzilla.mozilla.org/show_bug.cgi?id=1626728,,"It seems that others, including Firefox engineers, also haven’t found a way to trigger this bug and similar bugs that require winning this race condition that doesn’t involve shut down ([here](https://bugzilla.mozilla.org/show_bug.cgi?id=1626728#c15), [here](https://bugzilla.mozilla.org/show_bug.cgi?id=1507180), and [here](https://bugzilla.mozilla.org/show_bug.cgi?id=1368273#c9)).",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6820.md,,,,1,0
CVE-2020-6820,mozilla:1655115,llm,same_root_cause,True,False,0.78,no_patches,0,,https://bugzilla.mozilla.org/show_bug.cgi?id=1626728,https://bugzilla.mozilla.org/show_bug.cgi?id=1655115,"Found variants: * [Bug 165115](https://bugzilla.mozilla.org/show_bug.cgi?id=1655115): UAF in `StreamControl::CloseReadStreams`, but the code is dead code.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6820.md,,,,1,0
CVE-2020-6820,mozilla:1627892,llm|overlap,same_root_cause,True,False,0.70,overlap,1,dom/cache/StreamList.cpp,https://bugzilla.mozilla.org/show_bug.cgi?id=1626728,https://bugzilla.mozilla.org/show_bug.cgi?id=1627892,"Since the vulnerability was disclosed, Firefox has already begun reducing the use of raw pointers in the Cache module.",https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-6820.md,,,,1,0
CVE-2020-16010,chromium-p0:2112,llm,same_root_cause,True,False,0.80,no_overlap,0,,https://chromium.googlesource.com/chromium/src.git/+/e598fc599bd920392256d05c61826466c73c8e89,https://github.com/Benidrissa/etutor-digital-ph/commit/e420e8b8aa6117e8ae374fe24b65181711665878,Found variants: * [CVE-2020-16011](https://bugs.chromium.org/p/project-zero/issues/detail?id=2112#c3): An identical bug existing in Chrome for Windows,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16010.md,,,,2,4
CVE-2020-16010,chromium:1144368,overlap,see_also,True,False,0.85,overlap,1,ui/gfx/android/java_bitmap.cc,https://chromium.googlesource.com/chromium/src.git/+/e598fc599bd920392256d05c61826466c73c8e89,https://chromium-review.googlesource.com/c/chromium/src/+/2513107,Chromium: https://bugs.chromium.org/p/chromium/issues/detail?id=1144368,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16010.md,,,,1,4
CVE-2020-16011,CVE-2020-16010,llm,same_root_cause,True,False,0.90,partial,0,,,https://chromium.googlesource.com/chromium/src.git/+/e598fc599bd920392256d05c61826466c73c8e89,Found variants: * [CVE-2020-16011](https://bugs.chromium.org/p/project-zero/issues/detail?id=2112#c3): An identical bug existing in Chrome for Windows,https://github.com/googleprojectzero/0days-in-the-wild/blob/main/0day-RCAs/2020/CVE-2020-16010.md,,,,1,4
CVE-2022-26925,CVE-2021-36942,llm,regression,True,True,0.90,no_patches,0,,,,CVE-2021-36942 (Patch regressed),https://projectzero.google/2022/06/2022-0-day-in-wild-exploitationso-far.html,,,,1,0
